Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:43:49.940000,OCO,31,0 days 00:01:24.652000,33.0,2.0,,,0 days 00:00:27.535000,0 days 00:00:28.960000,0 days 00:00:28.157000,0 days 01:42:52.805000,0 days 01:43:21.765000,0 days 01:43:49.922000,309.0,312.0,312.0,318.0,True,MEDIUM,2.0,True,Alpine,0 days 01:42:25.288000,2024-09-01 13:50:09.207,1,16.0,False,,False,True
0 days 01:45:14.905000,OCO,31,0 days 00:01:24.965000,34.0,2.0,,,0 days 00:00:27.490000,0 days 00:00:29.083000,0 days 00:00:28.392000,0 days 01:44:17.412000,0 days 01:44:46.495000,0 days 01:45:14.887000,,312.0,311.0,319.0,False,MEDIUM,3.0,True,Alpine,0 days 01:43:49.940000,2024-09-01 13:51:33.859,1,15.0,False,,False,True
0 days 01:46:39.924000,OCO,31,0 days 00:01:25.019000,35.0,2.0,,,0 days 00:00:27.652000,0 days 00:00:29.052000,0 days 00:00:28.315000,0 days 01:45:42.539000,0 days 01:46:11.591000,0 days 01:46:39.906000,,312.0,312.0,318.0,False,MEDIUM,4.0,True,Alpine,0 days 01:45:14.905000,2024-09-01 13:52:58.824,1,15.0,False,,False,True
0 days 01:48:04.866000,OCO,31,0 days 00:01:24.942000,36.0,2.0,,,0 days 00:00:27.680000,0 days 00:00:29.050000,0 days 00:00:28.212000,0 days 01:47:07.586000,0 days 01:47:36.636000,0 days 01:48:04.848000,310.0,313.0,313.0,,False,MEDIUM,5.0,True,Alpine,0 days 01:46:39.924000,2024-09-01 13:54:23.843,1,15.0,False,,False,True
0 days 01:49:29.479000,OCO,31,0 days 00:01:24.613000,37.0,2.0,,,0 days 00:00:27.619000,0 days 00:00:28.939000,0 days 00:00:28.055000,0 days 01:48:32.467000,0 days 01:49:01.406000,0 days 01:49:29.461000,,312.0,312.0,319.0,True,MEDIUM,6.0,True,Alpine,0 days 01:48:04.866000,2024-09-01 13:55:48.785,1,14.0,False,,False,True
0 days 01:50:54.324000,OCO,31,0 days 00:01:24.845000,38.0,2.0,,,0 days 00:00:27.649000,0 days 00:00:29.024000,0 days 00:00:28.172000,0 days 01:49:57.110000,0 days 01:50:26.134000,0 days 01:50:54.306000,,313.0,312.0,318.0,False,MEDIUM,7.0,True,Alpine,0 days 01:49:29.479000,2024-09-01 13:57:13.398,1,14.0,False,,False,True
0 days 01:52:19.591000,OCO,31,0 days 00:01:25.267000,39.0,2.0,,,0 days 00:00:27.695000,0 days 00:00:29.022000,0 days 00:00:28.550000,0 days 01:51:22.001000,0 days 01:51:51.023000,0 days 01:52:19.573000,309.0,313.0,311.0,,False,MEDIUM,8.0,True,Alpine,0 days 01:50:54.324000,2024-09-01 13:58:38.243,1,14.0,False,,False,True
0 days 01:53:44.802000,OCO,31,0 days 00:01:25.211000,40.0,2.0,,,0 days 00:00:27.772000,0 days 00:00:29.136000,0 days 00:00:28.303000,0 days 01:52:47.345000,0 days 01:53:16.481000,0 days 01:53:44.784000,,313.0,312.0,,False,MEDIUM,9.0,True,Alpine,0 days 01:52:19.591000,2024-09-01 14:00:03.510,1,14.0,False,,False,True
0 days 01:55:09.862000,OCO,31,0 days 00:01:25.060000,41.0,2.0,,,0 days 00:00:27.689000,0 days 00:00:29.106000,0 days 00:00:28.265000,0 days 01:54:12.473000,0 days 01:54:41.579000,0 days 01:55:09.844000,,313.0,312.0,319.0,False,MEDIUM,10.0,True,Alpine,0 days 01:53:44.802000,2024-09-01 14:01:28.721,1,14.0,False,,False,True
0 days 01:56:34.981000,OCO,31,0 days 00:01:25.119000,42.0,2.0,,,0 days 00:00:27.666000,0 days 00:00:29.163000,0 days 00:00:28.290000,0 days 01:55:37.510000,0 days 01:56:06.673000,0 days 01:56:34.963000,,312.0,312.0,318.0,False,MEDIUM,11.0,True,Alpine,0 days 01:55:09.862000,2024-09-01 14:02:53.781,1,14.0,False,,False,True
0 days 01:58:01.092000,OCO,31,0 days 00:01:26.111000,43.0,2.0,,,0 days 00:00:29.201000,0 days 00:00:28.893000,0 days 00:00:28.017000,0 days 01:57:04.164000,0 days 01:57:33.057000,0 days 01:58:01.074000,313.0,320.0,315.0,279.0,False,MEDIUM,12.0,True,Alpine,0 days 01:56:34.981000,2024-09-01 14:04:18.900,1,14.0,False,,False,True
0 days 01:59:25.761000,OCO,31,0 days 00:01:24.669000,44.0,2.0,,,0 days 00:00:27.569000,0 days 00:00:28.972000,0 days 00:00:28.128000,0 days 01:58:28.643000,0 days 01:58:57.615000,0 days 01:59:25.743000,,315.0,314.0,322.0,False,MEDIUM,13.0,True,Alpine,0 days 01:58:01.092000,2024-09-01 14:05:45.011,1,14.0,False,,False,True
0 days 02:00:50.348000,OCO,31,0 days 00:01:24.587000,45.0,2.0,,,0 days 00:00:27.573000,0 days 00:00:29.006000,0 days 00:00:28.008000,0 days 01:59:53.316000,0 days 02:00:22.322000,0 days 02:00:50.330000,312.0,314.0,313.0,320.0,True,MEDIUM,14.0,True,Alpine,0 days 01:59:25.761000,2024-09-01 14:07:09.680,1,14.0,False,,False,True
0 days 02:02:14.797000,OCO,31,0 days 00:01:24.449000,46.0,2.0,,,0 days 00:00:27.583000,0 days 00:00:28.831000,0 days 00:00:28.035000,0 days 02:01:17.913000,0 days 02:01:46.744000,0 days 02:02:14.779000,310.0,314.0,314.0,,True,MEDIUM,15.0,True,Alpine,0 days 02:00:50.348000,2024-09-01 14:08:34.267,1,14.0,False,,False,True
0 days 02:03:39.303000,OCO,31,0 days 00:01:24.506000,47.0,2.0,,,0 days 00:00:27.586000,0 days 00:00:28.836000,0 days 00:00:28.084000,0 days 02:02:42.365000,0 days 02:03:11.201000,0 days 02:03:39.285000,,313.0,314.0,,False,MEDIUM,16.0,True,Alpine,0 days 02:02:14.797000,2024-09-01 14:09:58.716,1,14.0,False,,False,True
0 days 02:05:03.761000,OCO,31,0 days 00:01:24.458000,48.0,2.0,,,0 days 00:00:27.685000,0 days 00:00:28.733000,0 days 00:00:28.040000,0 days 02:04:06.970000,0 days 02:04:35.703000,0 days 02:05:03.743000,309.0,312.0,314.0,319.0,False,MEDIUM,17.0,True,Alpine,0 days 02:03:39.303000,2024-09-01 14:11:23.222,1,14.0,False,,False,True
0 days 02:06:29.551000,OCO,31,0 days 00:01:25.790000,49.0,2.0,,,0 days 00:00:27.668000,0 days 00:00:30.068000,0 days 00:00:28.054000,0 days 02:05:31.411000,0 days 02:06:01.479000,0 days 02:06:29.533000,,324.0,314.0,318.0,False,MEDIUM,18.0,True,Alpine,0 days 02:05:03.761000,2024-09-01 14:12:47.680,1,14.0,False,,False,True
0 days 02:07:55.239000,OCO,31,0 days 00:01:25.688000,50.0,2.0,,,0 days 00:00:27.765000,0 days 00:00:29.646000,0 days 00:00:28.277000,0 days 02:06:57.298000,0 days 02:07:26.944000,0 days 02:07:55.221000,310.0,267.0,315.0,320.0,False,MEDIUM,19.0,True,Alpine,0 days 02:06:29.551000,2024-09-01 14:14:13.470,1,14.0,False,,False,True
0 days 02:09:19.829000,OCO,31,0 days 00:01:24.590000,51.0,2.0,,,0 days 00:00:27.617000,0 days 00:00:28.876000,0 days 00:00:28.097000,0 days 02:08:22.838000,0 days 02:08:51.714000,0 days 02:09:19.811000,315.0,316.0,315.0,322.0,False,MEDIUM,20.0,True,Alpine,0 days 02:07:55.239000,2024-09-01 14:15:39.158,1,14.0,False,,False,True
0 days 02:10:44.172000,OCO,31,0 days 00:01:24.343000,52.0,2.0,,,0 days 00:00:27.604000,0 days 00:00:28.777000,0 days 00:00:27.962000,0 days 02:09:47.415000,0 days 02:10:16.192000,0 days 02:10:44.154000,311.0,314.0,314.0,321.0,True,MEDIUM,21.0,True,Alpine,0 days 02:09:19.829000,2024-09-01 14:17:03.748,1,14.0,False,,False,True
0 days 00:57:25.659000,GAS,10,0 days 00:01:34.873000,1.0,1.0,,,,0 days 00:00:32.375000,0 days 00:00:30.504000,,0 days 00:56:55.362000,0 days 00:57:25.678000,328.0,322.0,310.0,257.0,False,MEDIUM,1.0,True,Alpine,0 days 00:55:50.494000,2024-09-01 13:03:34.413,1,13.0,False,,False,False
0 days 00:58:52.265000,GAS,10,0 days 00:01:26.606000,2.0,1.0,,,0 days 00:00:28.039000,0 days 00:00:29.660000,0 days 00:00:28.907000,0 days 00:57:53.717000,0 days 00:58:23.377000,0 days 00:58:52.284000,315.0,333.0,313.0,326.0,True,MEDIUM,2.0,True,Alpine,0 days 00:57:25.659000,2024-09-01 13:05:09.578,1,13.0,False,,False,True
0 days 01:00:18.911000,GAS,10,0 days 00:01:26.646000,3.0,1.0,,,0 days 00:00:27.792000,0 days 00:00:29.847000,0 days 00:00:29.007000,0 days 00:59:20.076000,0 days 00:59:49.923000,0 days 01:00:18.930000,318.0,333.0,311.0,332.0,False,MEDIUM,3.0,True,Alpine,0 days 00:58:52.265000,2024-09-01 13:06:36.184,1,13.0,False,,False,True
0 days 01:01:45.306000,GAS,10,0 days 00:01:26.395000,4.0,1.0,,,0 days 00:00:27.727000,0 days 00:00:29.808000,0 days 00:00:28.860000,0 days 01:00:46.657000,0 days 01:01:16.465000,0 days 01:01:45.325000,317.0,331.0,311.0,330.0,True,MEDIUM,4.0,True,Alpine,0 days 01:00:18.911000,2024-09-01 13:08:02.830,1,13.0,False,,False,True
0 days 01:03:11.667000,GAS,10,0 days 00:01:26.361000,5.0,1.0,,,0 days 00:00:27.701000,0 days 00:00:29.878000,0 days 00:00:28.782000,0 days 01:02:13.026000,0 days 01:02:42.904000,0 days 01:03:11.686000,,329.0,311.0,334.0,True,MEDIUM,5.0,True,Alpine,0 days 01:01:45.306000,2024-09-01 13:09:29.225,1,13.0,False,,False,True
0 days 01:04:37.709000,GAS,10,0 days 00:01:26.042000,6.0,1.0,,,0 days 00:00:27.701000,0 days 00:00:29.766000,0 days 00:00:28.575000,,0 days 01:04:09.153000,0 days 01:04:37.728000,315.0,327.0,310.0,330.0,True,MEDIUM,6.0,True,Alpine,0 days 01:03:11.667000,2024-09-01 13:10:55.586,1,13.0,False,,False,True
0 days 01:06:03.529000,GAS,10,0 days 00:01:25.820000,7.0,1.0,,,0 days 00:00:27.578000,0 days 00:00:29.657000,0 days 00:00:28.585000,0 days 01:05:05.306000,0 days 01:05:34.963000,0 days 01:06:03.548000,314.0,328.0,309.0,348.0,True,MEDIUM,7.0,True,Alpine,0 days 01:04:37.709000,2024-09-01 13:12:21.628,1,13.0,False,,False,True
0 days 01:07:29.994000,GAS,10,0 days 00:01:26.465000,8.0,1.0,,,0 days 00:00:27.820000,0 days 00:00:29.774000,0 days 00:00:28.871000,0 days 01:06:31.368000,0 days 01:07:01.142000,0 days 01:07:30.013000,311.0,326.0,308.0,336.0,False,MEDIUM,8.0,True,Alpine,0 days 01:06:03.529000,2024-09-01 13:13:47.448,1,13.0,False,,False,True
0 days 01:08:57.142000,GAS,10,0 days 00:01:27.148000,9.0,1.0,,,0 days 00:00:28.298000,0 days 00:00:29.849000,0 days 00:00:29.001000,0 days 01:07:58.311000,0 days 01:08:28.160000,0 days 01:08:57.161000,314.0,320.0,307.0,322.0,False,MEDIUM,9.0,True,Alpine,0 days 01:07:29.994000,2024-09-01 13:15:13.913,1,14.0,False,,False,True
0 days 01:10:28.677000,GAS,10,0 days 00:01:31.535000,10.0,1.0,,0 days 01:10:24.834000,0 days 00:00:28.279000,0 days 00:00:30.004000,0 days 00:00:33.252000,0 days 01:09:25.440000,0 days 01:09:55.444000,0 days 01:10:28.696000,312.0,317.0,,327.0,False,MEDIUM,10.0,True,Alpine,0 days 01:08:57.142000,2024-09-01 13:16:41.061,1,17.0,False,,False,False
0 days 01:12:14.354000,GAS,10,0 days 00:01:45.677000,11.0,2.0,0 days 01:10:49.253000,,0 days 00:00:47.786000,0 days 00:00:29.460000,0 days 00:00:28.431000,0 days 01:11:16.482000,0 days 01:11:45.942000,0 days 01:12:14.373000,309.0,312.0,309.0,282.0,False,HARD,1.0,True,Alpine,0 days 01:10:28.677000,2024-09-01 13:18:12.596,1,18.0,False,,False,False
0 days 01:13:39.424000,GAS,10,0 days 00:01:25.070000,12.0,2.0,,,0 days 00:00:27.865000,0 days 00:00:28.972000,0 days 00:00:28.233000,0 days 01:12:42.238000,0 days 01:13:11.210000,0 days 01:13:39.443000,,313.0,310.0,318.0,True,HARD,2.0,True,Alpine,0 days 01:12:14.354000,2024-09-01 13:19:58.273,1,17.0,False,,False,True
0 days 01:15:04.240000,GAS,10,0 days 00:01:24.816000,13.0,2.0,,,0 days 00:00:27.711000,0 days 00:00:28.895000,0 days 00:00:28.210000,0 days 01:14:07.154000,0 days 01:14:36.049000,0 days 01:15:04.259000,,313.0,310.0,320.0,True,HARD,3.0,True,Alpine,0 days 01:13:39.424000,2024-09-01 13:21:23.343,1,17.0,False,,False,True
0 days 01:16:29.454000,GAS,10,0 days 00:01:25.214000,14.0,2.0,,,0 days 00:00:27.635000,0 days 00:00:29.154000,0 days 00:00:28.425000,0 days 01:15:31.894000,0 days 01:16:01.048000,0 days 01:16:29.473000,311.0,313.0,309.0,318.0,False,HARD,4.0,True,Alpine,0 days 01:15:04.240000,2024-09-01 13:22:48.159,1,17.0,False,,False,True
0 days 01:17:54.983000,GAS,10,0 days 00:01:25.529000,15.0,2.0,,,0 days 00:00:27.826000,0 days 00:00:29.219000,0 days 00:00:28.484000,0 days 01:16:57.299000,0 days 01:17:26.518000,0 days 01:17:55.002000,309.0,312.0,310.0,320.0,False,HARD,5.0,True,Alpine,0 days 01:16:29.454000,2024-09-01 13:24:13.373,1,16.0,False,,False,True
0 days 01:19:20.520000,GAS,10,0 days 00:01:25.537000,16.0,2.0,,,0 days 00:00:27.802000,0 days 00:00:29.257000,0 days 00:00:28.478000,0 days 01:18:22.804000,0 days 01:18:52.061000,0 days 01:19:20.539000,308.0,312.0,310.0,319.0,False,HARD,6.0,True,Alpine,0 days 01:17:54.983000,2024-09-01 13:25:38.902,1,15.0,False,,False,True
0 days 01:20:45.685000,GAS,10,0 days 00:01:25.165000,17.0,2.0,,,0 days 00:00:27.749000,0 days 00:00:29.093000,0 days 00:00:28.323000,0 days 01:19:48.288000,0 days 01:20:17.381000,0 days 01:20:45.704000,,313.0,311.0,318.0,False,HARD,7.0,True,Alpine,0 days 01:19:20.520000,2024-09-01 13:27:04.439,1,14.0,False,,False,True
0 days 01:22:11.867000,GAS,10,0 days 00:01:26.182000,18.0,2.0,,,0 days 00:00:27.923000,0 days 00:00:29.637000,0 days 00:00:28.622000,0 days 01:21:13.627000,0 days 01:21:43.264000,0 days 01:22:11.886000,326.0,325.0,312.0,337.0,False,HARD,8.0,True,Alpine,0 days 01:20:45.685000,2024-09-01 13:28:29.604,1,14.0,True,TRACK LIMITS AT TURN 5 LAP 18 ,False,True
0 days 01:23:37.270000,GAS,10,0 days 00:01:25.403000,19.0,2.0,,,0 days 00:00:27.766000,0 days 00:00:29.133000,0 days 00:00:28.504000,0 days 01:22:39.652000,0 days 01:23:08.785000,0 days 01:23:37.289000,310.0,321.0,312.0,329.0,False,HARD,9.0,True,Alpine,0 days 01:22:11.867000,2024-09-01 13:29:55.786,1,14.0,False,,False,True
0 days 01:25:02.328000,GAS,10,0 days 00:01:25.058000,20.0,2.0,,,0 days 00:00:27.640000,0 days 00:00:29.093000,0 days 00:00:28.325000,0 days 01:24:04.929000,0 days 01:24:34.022000,0 days 01:25:02.347000,,322.0,313.0,330.0,False,HARD,10.0,True,Alpine,0 days 01:23:37.270000,2024-09-01 13:31:21.189,1,13.0,False,,False,True
0 days 01:26:27.206000,GAS,10,0 days 00:01:24.878000,21.0,2.0,,,0 days 00:00:27.493000,0 days 00:00:29.076000,0 days 00:00:28.309000,0 days 01:25:29.840000,0 days 01:25:58.916000,0 days 01:26:27.225000,311.0,323.0,313.0,332.0,False,HARD,11.0,True,Alpine,0 days 01:25:02.328000,2024-09-01 13:32:46.247,1,13.0,False,,False,True
0 days 01:27:52.311000,GAS,10,0 days 00:01:25.105000,22.0,2.0,,,0 days 00:00:27.580000,0 days 00:00:29.377000,0 days 00:00:28.148000,0 days 01:26:54.805000,0 days 01:27:24.182000,0 days 01:27:52.330000,312.0,316.0,313.0,338.0,False,HARD,12.0,True,Alpine,0 days 01:26:27.206000,2024-09-01 13:34:11.125,1,13.0,False,,False,True
0 days 01:29:18.472000,GAS,10,0 days 00:01:26.161000,23.0,2.0,,,0 days 00:00:27.685000,0 days 00:00:29.232000,0 days 00:00:29.244000,0 days 01:28:20.015000,0 days 01:28:49.247000,0 days 01:29:18.491000,313.0,316.0,312.0,334.0,False,HARD,13.0,True,Alpine,0 days 01:27:52.311000,2024-09-01 13:35:36.230,1,14.0,False,,False,True
0 days 01:30:44.354000,GAS,10,0 days 00:01:25.882000,24.0,2.0,,,0 days 00:00:27.827000,0 days 00:00:29.548000,0 days 00:00:28.507000,0 days 01:29:46.318000,0 days 01:30:15.866000,0 days 01:30:44.373000,,316.0,312.0,332.0,False,HARD,14.0,True,Alpine,0 days 01:29:18.472000,2024-09-01 13:37:02.391,1,14.0,False,,False,True
0 days 01:32:10.342000,GAS,10,0 days 00:01:25.988000,25.0,2.0,,,0 days 00:00:27.829000,0 days 00:00:29.434000,0 days 00:00:28.725000,0 days 01:31:12.202000,0 days 01:31:41.636000,0 days 01:32:10.361000,311.0,317.0,311.0,324.0,False,HARD,15.0,True,Alpine,0 days 01:30:44.354000,2024-09-01 13:38:28.273,1,14.0,False,,False,True
0 days 01:33:36.084000,GAS,10,0 days 00:01:25.742000,26.0,2.0,,,0 days 00:00:27.833000,0 days 00:00:29.396000,0 days 00:00:28.513000,0 days 01:32:38.194000,0 days 01:33:07.590000,0 days 01:33:36.103000,310.0,319.0,313.0,,False,HARD,16.0,True,Alpine,0 days 01:32:10.342000,2024-09-01 13:39:54.261,1,14.0,False,,False,True
0 days 01:35:03.275000,GAS,10,0 days 00:01:27.191000,27.0,2.0,,,0 days 00:00:28.052000,0 days 00:00:30.341000,0 days 00:00:28.798000,0 days 01:34:04.155000,0 days 01:34:34.496000,0 days 01:35:03.294000,328.0,325.0,313.0,334.0,False,HARD,17.0,True,Alpine,0 days 01:33:36.084000,2024-09-01 13:41:20.003,1,15.0,True,TRACK LIMITS AT TURN 4 LAP 27 ,False,True
0 days 01:36:29.098000,GAS,10,0 days 00:01:25.823000,28.0,2.0,,,0 days 00:00:27.745000,0 days 00:00:29.509000,0 days 00:00:28.569000,0 days 01:35:31.039000,0 days 01:36:00.548000,0 days 01:36:29.117000,315.0,318.0,312.0,326.0,False,HARD,18.0,True,Alpine,0 days 01:35:03.275000,2024-09-01 13:42:47.194,1,15.0,False,,False,True
0 days 01:37:55.177000,GAS,10,0 days 00:01:26.079000,29.0,2.0,,,0 days 00:00:27.866000,0 days 00:00:29.530000,0 days 00:00:28.683000,0 days 01:36:56.983000,0 days 01:37:26.513000,0 days 01:37:55.196000,,317.0,313.0,324.0,False,HARD,19.0,True,Alpine,0 days 01:36:29.098000,2024-09-01 13:44:13.017,1,15.0,False,,False,True
0 days 01:39:26.181000,GAS,10,0 days 00:01:31.004000,30.0,2.0,,0 days 01:39:22.472000,0 days 00:00:28.135000,0 days 00:00:29.807000,0 days 00:00:33.062000,0 days 01:38:23.331000,0 days 01:38:53.138000,0 days 01:39:26.200000,317.0,327.0,,340.0,False,HARD,20.0,True,Alpine,0 days 01:37:55.177000,2024-09-01 13:45:39.096,1,17.0,False,,False,False
0 days 01:41:11.938000,GAS,10,0 days 00:01:45.757000,31.0,3.0,0 days 01:39:46.654000,,0 days 00:00:47.316000,0 days 00:00:29.602000,0 days 00:00:28.839000,0 days 01:40:13.516000,0 days 01:40:43.118000,0 days 01:41:11.957000,310.0,300.0,312.0,284.0,False,HARD,1.0,True,Alpine,0 days 01:39:26.181000,2024-09-01 13:47:10.100,1,19.0,False,,False,False
0 days 01:42:36.361000,GAS,10,0 days 00:01:24.423000,32.0,3.0,,,0 days 00:00:27.539000,0 days 00:00:28.895000,0 days 00:00:27.989000,0 days 01:41:39.496000,0 days 01:42:08.391000,0 days 01:42:36.380000,315.0,317.0,313.0,323.0,True,HARD,2.0,True,Alpine,0 days 01:41:11.938000,2024-09-01 13:48:55.857,1,19.0,False,,False,True
0 days 01:44:00.613000,GAS,10,0 days 00:01:24.252000,33.0,3.0,,,0 days 00:00:27.442000,0 days 00:00:28.748000,0 days 00:00:28.062000,0 days 01:43:03.822000,0 days 01:43:32.570000,0 days 01:44:00.632000,313.0,316.0,313.0,322.0,True,HARD,3.0,True,Alpine,0 days 01:42:36.361000,2024-09-01 13:50:20.280,1,18.0,False,,False,True
0 days 01:45:24.996000,GAS,10,0 days 00:01:24.383000,34.0,3.0,,,0 days 00:00:27.533000,0 days 00:00:28.801000,0 days 00:00:28.049000,0 days 01:44:28.165000,0 days 01:44:56.966000,0 days 01:45:25.015000,312.0,313.0,313.0,320.0,False,HARD,4.0,True,Alpine,0 days 01:44:00.613000,2024-09-01 13:51:44.532,1,17.0,False,,False,True
0 days 01:46:49.818000,GAS,10,0 days 00:01:24.822000,35.0,3.0,,,0 days 00:00:27.489000,0 days 00:00:28.908000,0 days 00:00:28.425000,0 days 01:45:52.504000,0 days 01:46:21.412000,0 days 01:46:49.837000,311.0,313.0,294.0,319.0,False,HARD,5.0,True,Alpine,0 days 01:45:24.996000,2024-09-01 13:53:08.915,1,17.0,False,,False,True
0 days 01:48:15.409000,GAS,10,0 days 00:01:25.591000,36.0,3.0,,,0 days 00:00:28.483000,0 days 00:00:29.115000,0 days 00:00:27.993000,0 days 01:47:18.320000,0 days 01:47:47.435000,0 days 01:48:15.428000,314.0,316.0,315.0,305.0,False,HARD,6.0,True,Alpine,0 days 01:46:49.818000,2024-09-01 13:54:33.737,1,17.0,False,,False,True
0 days 01:49:39.795000,GAS,10,0 days 00:01:24.386000,37.0,3.0,,,0 days 00:00:27.544000,0 days 00:00:28.830000,0 days 00:00:28.012000,0 days 01:48:42.972000,0 days 01:49:11.802000,0 days 01:49:39.814000,315.0,316.0,314.0,322.0,False,HARD,7.0,True,Alpine,0 days 01:48:15.409000,2024-09-01 13:55:59.328,1,16.0,False,,False,True
0 days 01:51:05.024000,GAS,10,0 days 00:01:25.229000,38.0,3.0,,,0 days 00:00:28.025000,0 days 00:00:29.020000,0 days 00:00:28.184000,0 days 01:50:07.839000,0 days 01:50:36.859000,0 days 01:51:05.043000,,326.0,316.0,321.0,False,HARD,8.0,True,Alpine,0 days 01:49:39.795000,2024-09-01 13:57:23.714,1,17.0,False,,False,True
0 days 01:52:29.615000,GAS,10,0 days 00:01:24.591000,39.0,3.0,,,0 days 00:00:27.531000,0 days 00:00:28.909000,0 days 00:00:28.151000,0 days 01:51:32.574000,0 days 01:52:01.483000,0 days 01:52:29.634000,313.0,317.0,315.0,323.0,False,HARD,9.0,True,Alpine,0 days 01:51:05.024000,2024-09-01 13:58:48.943,1,17.0,False,,False,True
0 days 01:53:54.719000,GAS,10,0 days 00:01:25.104000,40.0,3.0,,,0 days 00:00:27.386000,0 days 00:00:29.224000,0 days 00:00:28.494000,0 days 01:52:57.020000,0 days 01:53:26.244000,0 days 01:53:54.738000,318.0,329.0,316.0,326.0,False,HARD,10.0,True,Alpine,0 days 01:52:29.615000,2024-09-01 14:00:13.534,1,17.0,False,,False,True
0 days 01:55:20.491000,GAS,10,0 days 00:01:25.772000,41.0,3.0,,,0 days 00:00:27.574000,0 days 00:00:29.339000,0 days 00:00:28.859000,0 days 01:54:22.312000,0 days 01:54:51.651000,0 days 01:55:20.510000,316.0,342.0,318.0,339.0,False,HARD,11.0,True,Alpine,0 days 01:53:54.719000,2024-09-01 14:01:38.638,1,17.0,False,,False,True
0 days 01:56:45.096000,GAS,10,0 days 00:01:24.605000,42.0,3.0,,,0 days 00:00:27.466000,0 days 00:00:29.033000,0 days 00:00:28.106000,0 days 01:55:47.976000,0 days 01:56:17.009000,0 days 01:56:45.115000,311.0,314.0,313.0,337.0,False,HARD,12.0,True,Alpine,0 days 01:55:20.491000,2024-09-01 14:03:04.410,1,16.0,False,,False,True
0 days 01:58:10.238000,GAS,10,0 days 00:01:25.142000,43.0,3.0,,,0 days 00:00:27.634000,0 days 00:00:28.826000,0 days 00:00:28.682000,0 days 01:57:12.749000,0 days 01:57:41.575000,0 days 01:58:10.257000,,314.0,296.0,321.0,False,HARD,13.0,True,Alpine,0 days 01:56:45.096000,2024-09-01 14:04:29.015,1,16.0,False,,False,True
0 days 01:59:36.413000,GAS,10,0 days 00:01:26.175000,44.0,3.0,,,0 days 00:00:29.052000,0 days 00:00:28.986000,0 days 00:00:28.137000,0 days 01:58:39.309000,0 days 01:59:08.295000,0 days 01:59:36.432000,314.0,332.0,315.0,297.0,False,HARD,14.0,True,Alpine,0 days 01:58:10.238000,2024-09-01 14:05:54.157,1,16.0,False,,False,True
0 days 02:01:01.838000,GAS,10,0 days 00:01:25.425000,45.0,3.0,,,0 days 00:00:27.465000,0 days 00:00:29.330000,0 days 00:00:28.630000,0 days 02:00:03.897000,0 days 02:00:33.227000,0 days 02:01:01.857000,318.0,278.0,314.0,337.0,False,HARD,15.0,True,Alpine,0 days 01:59:36.413000,2024-09-01 14:07:20.332,1,16.0,False,,False,True
0 days 02:02:26.241000,GAS,10,0 days 00:01:24.403000,46.0,3.0,,,0 days 00:00:27.428000,0 days 00:00:28.993000,0 days 00:00:27.982000,0 days 02:01:29.285000,0 days 02:01:58.278000,0 days 02:02:26.260000,315.0,317.0,315.0,326.0,False,HARD,16.0,True,Alpine,0 days 02:01:01.838000,2024-09-01 14:08:45.757,1,16.0,False,,False,True
0 days 02:03:50.164000,GAS,10,0 days 00:01:23.923000,47.0,3.0,,,0 days 00:00:27.416000,0 days 00:00:28.669000,0 days 00:00:27.838000,0 days 02:02:53.676000,0 days 02:03:22.345000,0 days 02:03:50.183000,314.0,316.0,317.0,324.0,True,HARD,17.0,True,Alpine,0 days 02:02:26.241000,2024-09-01 14:10:10.160,1,16.0,False,,False,True
0 days 02:05:14.200000,GAS,10,0 days 00:01:24.036000,48.0,3.0,,,0 days 00:00:27.482000,0 days 00:00:28.672000,0 days 00:00:27.882000,0 days 02:04:17.665000,0 days 02:04:46.337000,0 days 02:05:14.219000,,316.0,316.0,323.0,False,HARD,18.0,True,Alpine,0 days 02:03:50.164000,2024-09-01 14:11:34.083,1,16.0,False,,False,True
0 days 02:06:38.052000,GAS,10,0 days 00:01:23.852000,49.0,3.0,,,0 days 00:00:27.380000,0 days 00:00:28.645000,0 days 00:00:27.827000,0 days 02:05:41.599000,0 days 02:06:10.244000,0 days 02:06:38.071000,313.0,316.0,316.0,322.0,True,HARD,19.0,True,Alpine,0 days 02:05:14.200000,2024-09-01 14:12:58.119,1,16.0,False,,False,True
0 days 02:08:02.129000,GAS,10,0 days 00:01:24.077000,50.0,3.0,,,0 days 00:00:27.401000,0 days 00:00:28.762000,0 days 00:00:27.914000,0 days 02:07:05.472000,0 days 02:07:34.234000,0 days 02:08:02.148000,314.0,315.0,317.0,323.0,False,HARD,20.0,True,Alpine,0 days 02:06:38.052000,2024-09-01 14:14:21.971,1,16.0,False,,False,True
